CMSA99,,PMSA99,,,,STATE,COUNTY,,CENTRALC,,,,msaLABEL
6280,,,,,,42,3,,1,,,,Allegheny County
6280,,,,,,42,7,,1,,,,Beaver County
6280,,,,,,42,19,,2,,,,Butler County
6280,,,,,,42,51,,2,,,,Fayette County
6280,,,,,,42,125,,1,,,,Washington County
6280,,,,,,42,129,,1,,,,Westmoreland County
,,,,,,,,,,,,,
6320,,,,,,,,,,,,,"Pittsfield, MA MSA"
6320,,,,,,25,3,,,,,,Berkshire County (pt.)
6320,,,,,,25,3,,2,,555,,Adams town
6320,,,,,,25,3,,2,,13345,,Cheshire town
6320,,,,,,25,3,,1,,16180,,Dalton town
6320,,,,,,25,3,,2,,30315,,Hinsdale town
6320,,,,,,25,3,,2,,34340,,Lanesborough town
6320,,,,,,25,3,,2,,34655,,Lee town
6320,,,,,,25,3,,2,,34970,,Lenox town
6320,,,,,,25,3,,1,,53960,,Pittsfield city
6320,,,,,,25,3,,2,,56795,,Richmond town
6320,,,,,,25,3,,2,,67595,,Stockbridge town
,,,,,,,,,,,,,
6340,,,,,,,,,,,,,"Pocatello, ID MSA"
6340,,,,,,16,5,,1,,,,Bannock County
,,,,,,,,,,,,,
6360,,,,,,,,,,,,,"Ponce, PR MSA"
6360,,,,,,72,59,,2,,,,Guayanilla Municipio
6360,,,,,,72,75,,2,,,,Juana Diaz Municipio
6360,,,,,,72,111,,1,,,,Penuelas Municipio
6360,,,,,,72,113,,1,,,,Ponce Municipio
6360,,,,,,72,149,,2,,,,Villalba Municipio
6360,,,,,,72,153,,2,,,,Yauco Municipio
,,,,,,,,,,,,,
6400,,,,,,,,,,,,,"Portland, ME MSA"
6400,,,,,,23,5,,,,,,Cumberland County (pt.)
6400,,,,,,23,5,,1,,10180,,Cape Elizabeth town
6400,,,,,,23,5,,2,,11125,,Casco town
6400,,,,,,23,5,,2,,15430,,Cumberland town
6400,,,,,,23,5,,2,,24495,,Falmouth town
6400,,,,,,23,5,,2,,26525,,Freeport town
6400,,,,,,23,5,,2,,27025,,Frye Island town
6400,,,,,,23,5,,2,,28240,,Gorham town
6400,,,,,,23,5,,2,,28870,,Gray town
6400,,,,,,23,5,,2,,41067,,Long Island town
6400,,,,,,23,5,,2,,53860,,North Yarmouth town
6400,,,,,,23,5,,1,,60545,,Portland city
6400,,,,,,23,5,,2,,61945,,Raymond town
6400,,,,,,23,5,,2,,66145,,Scarborough town
6400,,,,,,23,5,,1,,71990,,South Portland city
6400,,,,,,23,5,,2,,73670,,Standish town
6400,,,,,,23,5,,1,,82105,,Westbrook city
6400,,,,,,23,5,,2,,86025,,Windham town
6400,,,,,,23,5,,2,,87845,,Yarmouth town
6400,,,,,,23,31,,,,,,York County (pt.)
6400,,,,,,23,31,,2,,9410,,Buxton town
6400,,,,,,23,31,,2,,33665,,Hollis town
6400,,,,,,23,31,,2,,39405,,Limington town
6400,,,,,,23,31,,2,,55085,,Old Orchard Beach town
,,,,,,,,,,,,,
6442,,,,79,,,,,,,,,"Portland-Salem, OR-WA CMSA"
6442,,6440,,79,,,,,,,,,"Portland-Vancouver, OR-WA PMSA"
6442,,6440,,79,,41,5,,1,,,,"Clackamas County, OR"
6442,,6440,,79,,41,9,,2,,,,"Columbia County, OR"
6442,,6440,,79,,41,51,,1,,,,"Multnomah County, OR"
6442,,6440,,79,,41,67,,1,,,,"Washington County, OR"
6442,,6440,,79,,41,71,,2,,,,"Yamhill County, OR"
6442,,6440,,79,,53,11,,1,,,,"Clark County, WA"
6442,,7080,,79,,,,,,,,,"Salem, OR PMSA"
6442,,7080,,79,,41,47,,1,,,,Marion County
6442,,7080,,79,,41,53,,2,,,,Polk County
,,,,,,,,,,,,,
6480,,,,,,,,,,,,,"Providence-Fall River-Warwick, RI-MA MSA"
6480,,,,,,25,5,,,,,,"Bristol County, MA (pt.)"
6480,,,,,,25,5,,1,,2690,,Attleboro city
6480,,,,,,25,5,,1,,23000,,Fall River city
6480,,,,,,25,5,,2,,46575,,North Attleborough town
6480,,,,,,25,5,,2,,56375,,Rehoboth town
6480,,,,,,25,5,,1,,60645,,Seekonk town
6480,,,,,,25,5,,1,,62430,,Somerset town
6480,,,,,,25,5,,1,,68750,,Swansea town
6480,,,,,,25,5,,2,,77570,,Westport town
6480,,,,,,44,1,,,,,,"Bristol County, RI"
6480,,,,,,44,1,,1,,5140,,Barrington town
6480,,,,,,44,1,,1,,9280,,Bristol town
6480,,,,,,44,1,,1,,73760,,Warren town
6480,,,,,,44,3,,,,,,"Kent County, RI"
6480,,,,,,44,3,,1,,18640,,Coventry town
6480,,,,,,44,3,,1,,22240,,East Greenwich town
6480,,,,,,44,3,,1,,74300,,Warwick city
6480,,,,,,44,3,,2,,77720,,West Greenwich town
6480,,,,,,44,3,,1,,78440,,West Warwick town
6480,,,,,,44,5,,,,,,"Newport County, RI (pt.)"
6480,,,,,,44,5,,2,,36820,,Jamestown town
6480,,,,,,44,5,,2,,42400,,Little Compton town
6480,,,,,,44,5,,1,,70880,,Tiverton town
6480,,,,,,44,7,,,,,,"Providence County, RI"
6480,,,,,,44,7,,2,,11800,,Burrillville town
6480,,,,,,44,7,,1,,14140,,Central Falls city
6480,,,,,,44,7,,1,,19180,,Cranston city
6480,,,,,,44,7,,1,,20080,,Cumberland town
6480,,,,,,44,7,,1,,22960,,East Providence city
6480,,,,,,44,7,,2,,27460,,Foster town
6480,,,,,,44,7,,2,,30340,,Glocester town
6480,,,,,,44,7,,1,,37720,,Johnston town
6480,,,,,,44,7,,1,,41500,,Lincoln town
6480,,,,,,44,7,,1,,51760,,North Providence town
6480,,,,,,44,7,,1,,52480,,North Smithfield town
6480,,,,,,44,7,,1,,54640,,Pawtucket city
6480,,,,,,44,7,,1,,59000,,Providence city
6480,,,,,,44,7,,2,,64220,,Scituate town
6480,,,,,,44,7,,1,,66200,,Smithfield town
6480,,,,,,44,7,,1,,80780,,Woonsocket city
6480,,,,,,44,9,,,,,,"Washington County, RI (pt.)"
6480,,,,,,44,9,,2,,14500,,Charlestown town
6480,,,,,,44,9,,2,,25300,,Exeter town
6480,,,,,,44,9,,2,,48340,,Narragansett town
6480,,,,,,44,9,,1,,51580,,North Kingstown town
6480,,,,,,44,9,,2,,61160,,Richmond town
6480,,,,,,44,9,,2,,67460,,South Kingstown town
,,,,,,,,,,,,,
6520,,,,,,,,,,,,,"Provo-Orem, UT MSA"
6520,,,,,,49,49,,1,,,,Utah County
,,,,,,,,,,,,,
6560,,,,,,,,,,,,,"Pueblo, CO MSA"
6560,,,,,,8,101,,1,,,,Pueblo County
,,,,,,,,,,,,,
6580,,,,,,,,,,,,,"Punta Gorda, FL MSA"
6580,,,,,,12,15,,1,,,,Charlotte County
,,,,,,,,,,,,,
6640,,,,,,,,,,,,,"Raleigh-Durham-Chapel Hill, NC MSA"
6640,,,,,,37,37,,2,,,,Chatham County
6640,,,,,,37,63,,1,,,,Durham County
6640,,,,,,37,69,,2,,,,Franklin County
6640,,,,,,37,101,,2,,,,Johnston County
6640,,,,,,37,135,,1,,,,Orange County
6640,,,,,,37,183,,1,,,,Wake County
,,,,,,,,,,,,,
6660,,,,,,,,,,,,,"Rapid City, SD MSA"
6660,,,,,,46,103,,1,,,,Pennington County
,,,,,,,,,,,,,
6680,,,,,,,,,,,,,"Reading, PA MSA"
6680,,,,,,42,11,,1,,,,Berks County
,,,,,,,,,,,,,
6690,,,,,,,,,,,,,"Redding, CA MSA"
6690,,,,,,6,89,,1,,,,Shasta County
,,,,,,,,,,,,,
6720,,,,,,,,,,,,,"Reno, NV MSA"
6720,,,,,,32,31,,1,,,,Washoe County
,,,,,,,,,,,,,
6740,,,,,,,,,,,,,"Richland-Kennewick-Pasco, WA MSA"
6740,,,,,,53,5,,1,,,,Benton County
6740,,,,,,53,21,,1,,,,Franklin County
,,,,,,,,,,,,,
6760,,,,,,,,,,,,,"Richmond-Petersburg, VA MSA"
6760,,,,,,51,36,,2,,,,Charles City County
6760,,,,,,51,41,,1,,,,Chesterfield County
6760,,,,,,51,53,,1,,,,Dinwiddie County
6760,,,,,,51,75,,2,,,,Goochland County
6760,,,,,,51,85,,2,,,,Hanover County
6760,,,,,,51,87,,1,,,,Henrico County
6760,,,,,,51,127,,2,,,,New Kent County
6760,,,,,,51,145,,2,,,,Powhatan County
6760,,,,,,51,149,,1,,,,Prince George County
6760,,,,,,51,570,,1,,,,Colonial Heights city
6760,,,,,,51,670,,1,,,,Hopewell city
6760,,,,,,51,730,,1,,,,Petersburg city
6760,,,,,,51,760,,1,,,,Richmond city
,,,,,,,,,,,,,
6800,,,,,,,,,,,,,"Roanoke, VA MSA"
6800,,,,,,51,23,,2,,,,Botetourt County
6800,,,,,,51,161,,1,,,,Roanoke County
6800,,,,,,51,770,,1,,,,Roanoke city
6800,,,,,,51,775,,1,,,,Salem city
,,,,,,,,,,,,,
6820,,,,,,,,,,,,,"Rochester, MN MSA"
6820,,,,,,27,109,,1,,,,Olmsted County
,,,,,,,,,,,,,
6840,,,,,,,,,,,,,"Rochester, NY MSA"
6840,,,,,,36,37,,2,,,,Genesee County
6840,,,,,,36,51,,2,,,,Livingston County
6840,,,,,,36,55,,1,,,,Monroe County
6840,,,,,,36,69,,2,,,,Ontario County
6840,,,,,,36,73,,2,,,,Orleans County
6840,,,,,,36,117,,2,,,,Wayne County
,,,,,,,,,,,,,
6880,,,,,,,,,,,,,"Rockford, IL MSA"
6880,,,,,,17,7,,2,,,,Boone County
6880,,,,,,17,141,,2,,,,Ogle County
6880,,,,,,17,201,,1,,,,Winnebago County
,,,,,,,,,,,,,
6895,,,,,,,,,,,,,"Rocky Mount, NC MSA"
6895,,,,,,37,65,,2,,,,Edgecombe County
6895,,,,,,37,127,,1,,,,Nash County
,,,,,,,,,,,,,
6922,,,,82,,,,,,,,,"Sacramento-Yolo, CA CMSA"
6922,,6920,,82,,,,,,,,,"Sacramento, CA PMSA"
6922,,6920,,82,,6,17,,2,,,,El Dorado County
6922,,6920,,82,,6,61,,2,,,,Placer County
6922,,6920,,82,,6,67,,1,,,,Sacramento County
6922,,9270,,82,,,,,,,,,"Yolo, CA PMSA"
6922,,9270,,82,,6,113,,1,,,,Yolo County
,,,,,,,,,,,,,
6960,,,,,,,,,,,,,"Saginaw-Bay City-Midland, MI MSA"
6960,,,,,,26,17,,1,,,,Bay County
6960,,,,,,26,111,,2,,,,Midland County
6960,,,,,,26,145,,1,,,,Saginaw County
,,,,,,,,,,,,,
6980,,,,,,,,,,,,,"St. Cloud, MN MSA"
6980,,,,,,27,9,,1,,,,Benton County
6980,,,,,,27,145,,1,,,,Stearns County
,,,,,,,,,,,,,
7000,,,,,,,,,,,,,"St. Joseph, MO MSA"
7000,,,,,,29,3,,2,,,,Andrew County
7000,,,,,,29,21,,1,,,,Buchanan County
,,,,,,,,,,,,,
7040,,,,,,,,,,,,,"St. Louis, MO-IL MSA"
7040,,,,,,17,27,,2,,,,"Clinton County, IL"
7040,,,,,,17,83,,2,,,,"Jersey County, IL"
7040,,,,,,17,119,,1,,,,"Madison County, IL"
7040,,,,,,17,133,,2,,,,"Monroe County, IL"
7040,,,,,,17,163,,1,,,,"St. Clair County, IL"
7040,,,,,,29,55,,2,,,,"Crawford County, MO (pt.)**"
7040,,,,,,29,71,,2,,,,"Franklin County, MO"
7040,,,,,,29,99,,2,,,,"Jefferson County, MO"
7040,,,,,,29,113,,2,,,,"Lincoln County, MO"
7040,,,,,,29,183,,1,,,,"St. Charles County, MO"
7040,,,,,,29,189,,1,,,,"St. Louis County, MO"
7040,,,,,,29,219,,2,,,,"Warren County, MO"
7040,,,,,,29,510,,1,,,,"St. Louis city, MO"
,,,,,,,,,,,,,
7120,,,,,,,,,,,,,"Salinas, CA MSA"
7120,,,,,,6,53,,1,,,,Monterey County
,,,,,,,,,,,,,
7160,,,,,,,,,,,,,"Salt Lake City-Ogden, UT MSA"
7160,,,,,,49,11,,1,,,,Davis County
7160,,,,,,49,35,,1,,,,Salt Lake County
7160,,,,,,49,57,,1,,,,Weber County
,,,,,,,,,,,,,
7200,,,,,,,,,,,,,"San Angelo, TX MSA"
7200,,,,,,48,451,,1,,,,Tom Green County
,,,,,,,,,,,,,
7240,,,,,,,,,,,,,"San Antonio, TX MSA"
7240,,,,,,48,29,,1,,,,Bexar County
7240,,,,,,48,91,,2,,,,Comal County
7240,,,,,,48,187,,2,,,,Guadalupe County
7240,,,,,,48,493,,2,,,,Wilson County
,,,,,,,,,,,,,
7320,,,,,,,,,,,,,"San Diego, CA MSA"
7320,,,,,,6,73,,1,,,,San Diego County
,,,,,,,,,,,,,
7362,,,,84,,,,,,,,,"San Francisco-Oakland-San Jose, CA CMSA"
7362,,5775,,84,,,,,,,,,"Oakland, CA PMSA"
7362,,5775,,84,,6,1,,1,,,,Alameda County
7362,,5775,,84,,6,13,,1,,,,Contra Costa County
7362,,7360,,84,,,,,,,,,"San Francisco, CA PMSA"
7362,,7360,,84,,6,41,,1,,,,Marin County
7362,,7360,,84,,6,75,,1,,,,San Francisco County
7362,,7360,,84,,6,81,,1,,,,San Mateo County
7362,,7400,,84,,,,,,,,,"San Jose, CA PMSA"
7362,,7400,,84,,6,85,,1,,,,Santa Clara County
7362,,7485,,84,,,,,,,,,"Santa Cruz-Watsonville, CA PMSA"
7362,,7485,,84,,6,87,,1,,,,Santa Cruz County
7362,,7500,,84,,,,,,,,,"Santa Rosa, CA PMSA"
7362,,7500,,84,,6,97,,1,,,,Sonoma County
7362,,8720,,84,,,,,,,,,"Vallejo-Fairfield-Napa, CA PMSA"
7362,,8720,,84,,6,55,,1,,,,Napa County
7362,,8720,,84,,6,95,,1,,,,Solano County
,,,,,,,,,,,,,
7442,,,,87,,,,,,,,,"San Juan-Caguas-Arecibo, PR CMSA"
7442,,470,,87,,,,,,,,,"Arecibo, PR PMSA"
7442,,470,,87,,72,13,,1,,,,Arecibo Municipio
7442,,470,,87,,72,27,,2,,,,Camuy Municipio
7442,,470,,87,,72,65,,1,,,,Hatillo Municipio
7442,,1310,,87,,,,,,,,,"Caguas, PR PMSA"
7442,,1310,,87,,72,25,,1,,,,Caguas Municipio
7442,,1310,,87,,72,35,,1,,,,Cayey Municipio
7442,,1310,,87,,72,41,,1,,,,Cidra Municipio
7442,,1310,,87,,72,63,,1,,,,Gurabo Municipio
7442,,1310,,87,,72,129,,1,,,,San Lorenzo Municipio
7442,,7440,,87,,,,,,,,,"San Juan-Bayamon, PR PMSA"
7442,,7440,,87,,72,7,,2,,,,Aguas Buenas Municipio
7442,,7440,,87,,72,17,,2,,,,Barceloneta Municipio
7442,,7440,,87,,72,21,,1,,,,Bayamon Municipio
7442,,7440,,87,,72,29,,1,,,,Canovanas Municipio
7442,,7440,,87,,72,31,,1,,,,Carolina Municipio
7442,,7440,,87,,72,33,,1,,,,Catano Municipio
7442,,7440,,87,,72,37,,2,,,,Ceiba Municipio
7442,,7440,,87,,72,45,,2,,,,Comerio Municipio
7442,,7440,,87,,72,47,,2,,,,Corozal Municipio
7442,,7440,,87,,72,51,,2,,,,Dorado Municipio
7442,,7440,,87,,72,53,,2,,,,Fajardo Municipio
7442,,7440,,87,,72,54,,2,,,,Florida Municipio
7442,,7440,,87,,72,61,,1,,,,Guaynabo Municipio
7442,,7440,,87,,72,69,,1,,,,Humacao Municipio
7442,,7440,,87,,72,77,,1,,,,Juncos Municipio
7442,,7440,,87,,72,85,,1,,,,Las Piedras Municipio
7442,,7440,,87,,72,87,,1,,,,Loiza Municipio
7442,,7440,,87,,72,89,,2,,,,Luquillo Municipio
7442,,7440,,87,,72,91,,1,,,,Manati Municipio
7442,,7440,,87,,72,101,,2,,,,Morovis Municipio
7442,,7440,,87,,72,103,,2,,,,Naguabo Municipio
7442,,7440,,87,,72,105,,2,,,,Naranjito Municipio
7442,,7440,,87,,72,119,,1,,,,Rio Grande Municipio
7442,,7440,,87,,72,127,,1,,,,San Juan Municipio
7442,,7440,,87,,72,135,,1,,,,Toa Alta Municipio
7442,,7440,,87,,72,137,,1,,,,Toa Baja Municipio
7442,,7440,,87,,72,139,,1,,,,Trujillo Alto Municipio
7442,,7440,,87,,72,143,,1,,,,Vega Alta Municipio
7442,,7440,,87,,72,145,,1,,,,Vega Baja Municipio
7442,,7440,,87,,72,151,,2,,,,Yabucoa Municipio
,,,,,,,,,,,,,
7460,,,,,,,,,,,,,"San Luis Obispo-Atascadero-Paso Robles, CA MSA"
7460,,,,,,6,79,,1,,,,San Luis Obispo County
,,,,,,,,,,,,,
7480,,,,,,,,,,,,,"Santa Barbara-Santa Maria-Lompoc, CA MSA"
7480,,,,,,6,83,,1,,,,Santa Barbara County
,,,,,,,,,,,,,
7490,,,,,,,,,,,,,"Santa Fe, NM MSA"
7490,,,,,,35,28,,2,,,,Los Alamos County
7490,,,,,,35,49,,1,,,,Santa Fe County
,,,,,,,,,,,,,
7510,,,,,,,,,,,,,"Sarasota-Bradenton, FL MSA"
7510,,,,,,12,81,,1,,,,Manatee County
7510,,,,,,12,115,,1,,,,Sarasota County
,,,,,,,,,,,,,
7520,,,,,,,,,,,,,"Savannah, GA MSA"
7520,,,,,,13,29,,2,,,,Bryan County
7520,,,,,,13,51,,1,,,,Chatham County
7520,,,,,,13,103,,2,,,,Effingham County
,,,,,,,,,,,,,
7560,,,,,,,,,,,,,"Scranton--Wilkes-Barre--Hazleton, PA MSA"
7560,,,,,,42,37,,2,,,,Columbia County
7560,,,,,,42,69,,1,,,,Lackawanna County
7560,,,,,,42,79,,1,,,,Luzerne County
7560,,,,,,42,131,,2,,,,Wyoming County
,,,,,,,,,,,,,
7602,,,,91,,,,,,,,,"Seattle-Tacoma-Bremerton, WA CMSA"
7602,,1150,,91,,,,,,,,,"Bremerton, WA PMSA"
7602,,1150,,91,,53,35,,1,,,,Kitsap County
7602,,5910,,91,,,,,,,,,"Olympia, WA PMSA"
7602,,5910,,91,,53,67,,1,,,,Thurston County
7602,,7600,,91,,,,,,,,,"Seattle-Bellevue-Everett, WA PMSA"
7602,,7600,,91,,53,29,,2,,,,Island County
7602,,7600,,91,,53,33,,1,,,,King County
7602,,7600,,91,,53,61,,1,,,,Snohomish County
7602,,8200,,91,,,,,,,,,"Tacoma, WA PMSA"
7602,,8200,,91,,53,53,,1,,,,Pierce County
,,,,,,,,,,,,,
7610,,,,,,,,,,,,,"Sharon, PA MSA"
7610,,,,,,42,85,,1,,,,Mercer County
,,,,,,,,,,,,,
7620,,,,,,,,,,,,,"Sheboygan, WI MSA"
7620,,,,,,55,117,,1,,,,Sheboygan County
,,,,,,,,,,,,,
7640,,,,,,,,,,,,,"Sherman-Denison, TX MSA"
7640,,,,,,48,181,,1,,,,Grayson County
,,,,,,,,,,,,,
7680,,,,,,,,,,,,,"Shreveport-Bossier City, LA MSA"
7680,,,,,,22,15,,1,,,,Bossier Parish
7680,,,,,,22,17,,1,,,,Caddo Parish
7680,,,,,,22,119,,2,,,,Webster Parish
,,,,,,,,,,,,,
7720,,,,,,,,,,,,,"Sioux City, IA-NE MSA"
7720,,,,,,19,193,,1,,,,"Woodbury County, IA"
7720,,,,,,31,43,,1,,,,"Dakota County, NE"
,,,,,,,,,,,,,
7760,,,,,,,,,,,,,"Sioux Falls, SD MSA"
7760,,,,,,46,83,,2,,,,Lincoln County
7760,,,,,,46,99,,1,,,,Minnehaha County
,,,,,,,,,,,,,
7800,,,,,,,,,,,,,"South Bend, IN MSA"
7800,,,,,,18,141,,1,,,,St. Joseph County
,,,,,,,,,,,,,
7840,,,,,,,,,,,,,"Spokane, WA MSA"
7840,,,,,,53,63,,1,,,,Spokane County
,,,,,,,,,,,,,
7880,,,,,,,,,,,,,"Springfield, IL MSA"
7880,,,,,,17,129,,2,,,,Menard County
7880,,,,,,17,167,,1,,,,Sangamon County
,,,,,,,,,,,,,
7920,,,,,,,,,,,,,"Springfield, MO MSA"
7920,,,,,,29,43,,2,,,,Christian County
7920,,,,,,29,77,,1,,,,Greene County
7920,,,,,,29,225,,2,,,,Webster County
,,,,,,,,,,,,,
8000,,,,,,,,,,,,,"Springfield, MA MSA"
8000,,,,,,25,11,,,,,,Franklin County (pt.)
8000,,,,,,25,11,,2,,68400,,Sunderland town
8000,,,,,,25,13,,,,,,Hampden County (pt.)
8000,,,,,,25,13,,1,,765,,Agawam city
8000,,,,,,25,13,,1,,13660,,Chicopee city
8000,,,,,,25,13,,1,,19645,,East Longmeadow town
8000,,,,,,25,13,,2,,28075,,Hampden town
8000,,,,,,25,13,,1,,30840,,Holyoke city
8000,,,,,,25,13,,1,,36300,,Longmeadow town
8000,,,,,,25,13,,1,,37175,,Ludlow town
8000,,,,,,25,13,,2,,42145,,Monson town
8000,,,,,,25,13,,2,,42530,,Montgomery town
8000,,,,,,25,13,,2,,52105,,Palmer town
8000,,,,,,25,13,,2,,58650,,Russell town
8000,,,,,,25,13,,2,,65825,,Southwick town
8000,,,,,,25,13,,1,,67000,,Springfield city
8000,,,,,,25,13,,1,,76030,,Westfield city
8000,,,,,,25,13,,1,,77850,,West Springfield town
8000,,,,,,25,13,,1,,79740,,Wilbraham town
8000,,,,,,25,15,,,,,,Hampshire County (pt.)
8000,,,,,,25,15,,2,,1325,,Amherst town
8000,,,,,,25,15,,2,,4825,,Belchertown town
8000,,,,,,25,15,,1,,19330,,Easthampton town
8000,,,,,,25,15,,2,,26535,,Granby town
8000,,,,,,25,15,,2,,27690,,Hadley town
8000,,,,,,25,15,,2,,29265,,Hatfield town
8000,,,,,,25,15,,2,,31785,,Huntington town
8000,,,,,,25,15,,1,,46330,,Northampton city
8000,,,,,,25,15,,2,,62745,,Southampton town
8000,,,,,,25,15,,1,,64145,,South Hadley town
8000,,,,,,25,15,,2,,72880,,Ware town
8000,,,,,,25,15,,2,,79915,,Williamsburg town
,,,,,,,,,,,,,
8050,,,,,,,,,,,,,"State College, PA MSA"
8050,,,,,,42,27,,1,,,,Centre County
,,,,,,,,,,,,,
8080,,,,,,,,,,,,,"Steubenville-Weirton, OH-WV MSA"
8080,,,,,,39,81,,1,,,,"Jefferson County, OH"
8080,,,,,,54,9,,2,,,,"Brooke County, WV"
8080,,,,,,54,29,,1,,,,"Hancock County, WV"
,,,,,,,,,,,,,
8120,,,,,,,,,,,,,"Stockton-Lodi, CA MSA"
8120,,,,,,6,77,,1,,,,San Joaquin County
,,,,,,,,,,,,,
8140,,,,,,,,,,,,,"Sumter, SC MSA"
8140,,,,,,45,85,,1,,,,Sumter County
,,,,,,,,,,,,,
8160,,,,,,,,,,,,,"Syracuse, NY MSA"
8160,,,,,,36,11,,2,,,,Cayuga County
8160,,,,,,36,53,,2,,,,Madison County
8160,,,,,,36,67,,1,,,,Onondaga County
8160,,,,,,36,75,,2,,,,Oswego County
,,,,,,,,,,,,,
8240,,,,,,,,,,,,,"Tallahassee, FL MSA"
8240,,,,,,12,39,,2,,,,Gadsden County
8240,,,,,,12,73,,1,,,,Leon County
,,,,,,,,,,,,,
8280,,,,,,,,,,,,,"Tampa-St. Petersburg-Clearwater, FL MSA"
8280,,,,,,12,53,,1,,,,Hernando County
8280,,,,,,12,57,,1,,,,Hillsborough County
8280,,,,,,12,101,,1,,,,Pasco County
8280,,,,,,12,103,,1,,,,Pinellas County
,,,,,,,,,,,,,
8320,,,,,,,,,,,,,"Terre Haute, IN MSA"
8320,,,,,,18,21,,2,,,,Clay County
8320,,,,,,18,165,,2,,,,Vermillion County
8320,,,,,,18,167,,1,,,,Vigo County
,,,,,,,,,,,,,
8360,,,,,,,,,,,,,"Texarkana, TX-Texarkana, AR MSA"
8360,,,,,,5,91,,1,,,,"Miller County, AR"
8360,,,,,,48,37,,1,,,,"Bowie County, TX"
,,,,,,,,,,,,,
8400,,,,,,,,,,,,,"Toledo, OH MSA"
8400,,,,,,39,51,,2,,,,Fulton County
8400,,,,,,39,95,,1,,,,Lucas County
8400,,,,,,39,173,,2,,,,Wood County
,,,,,,,,,,,,,
8440,,,,,,,,,,,,,"Topeka, KS MSA"
8440,,,,,,20,177,,1,,,,Shawnee County
,,,,,,,,,,,,,
8520,,,,,,,,,,,,,"Tucson, AZ MSA"
8520,,,,,,4,19,,1,,,,Pima County
,,,,,,,,,,,,,
8560,,,,,,,,,,,,,"Tulsa, OK MSA"
8560,,,,,,40,37,,2,,,,Creek County
8560,,,,,,40,113,,2,,,,Osage County
8560,,,,,,40,131,,2,,,,Rogers County
8560,,,,,,40,143,,1,,,,Tulsa County
8560,,,,,,40,145,,2,,,,Wagoner County
,,,,,,,,,,,,,
8600,,,,,,,,,,,,,"Tuscaloosa, AL MSA"
8600,,,,,,1,125,,1,,,,Tuscaloosa County
,,,,,,,,,,,,,
8640,,,,,,,,,,,,,"Tyler, TX MSA"
8640,,,,,,48,423,,1,,,,Smith County
,,,,,,,,,,,,,
8680,,,,,,,,,,,,,"Utica-Rome, NY MSA"
8680,,,,,,36,43,,2,,,,Herkimer County
8680,,,,,,36,65,,1,,,,Oneida County
,,,,,,,,,,,,,
8750,,,,,,,,,,,,,"Victoria, TX MSA"
8750,,,,,,48,469,,1,,,,Victoria County
,,,,,,,,,,,,,
8780,,,,,,,,,,,,,"Visalia-Tulare-Porterville, CA MSA"
8780,,,,,,6,107,,1,,,,Tulare County
,,,,,,,,,,,,,
8800,,,,,,,,,,,,,"Waco, TX MSA"
8800,,,,,,48,309,,1,,,,McLennan County
,,,,,,,,,,,,,
8872,,,,97,,,,,,,,,"Washington-Baltimore, DC-MD-VA-WV CMSA"
8872,,720,,97,,,,,,,,,"Baltimore, MD PMSA"
8872,,720,,97,,24,3,,1,,,,Anne Arundel County
8872,,720,,97,,24,5,,1,,,,Baltimore County
8872,,720,,97,,24,13,,2,,,,Carroll County
8872,,720,,97,,24,25,,1,,,,Harford County
8872,,720,,97,,24,27,,1,,,,Howard County
8872,,720,,97,,24,35,,2,,,,Queen Anne's County
8872,,720,,97,,24,510,,1,,,,Baltimore city
8872,,3180,,97,,,,,,,,,"Hagerstown, MD PMSA"
8872,,3180,,97,,24,43,,1,,,,Washington County
8872,,8840,,97,,,,,,,,,"Washington, DC-MD-VA-WV PMSA"
8872,,8840,,97,,11,1,,1,,,,District of Columbia
8872,,8840,,97,,24,9,,2,,,,"Calvert County, MD"
8872,,8840,,97,,24,17,,2,,,,"Charles County, MD"
8872,,8840,,97,,24,21,,1,,,,"Frederick County, MD"
8872,,8840,,97,,24,31,,1,,,,"Montgomery County, MD"
8872,,8840,,97,,24,33,,1,,,,"Prince George's County, MD"
8872,,8840,,97,,51,13,,1,,,,"Arlington County, VA"
8872,,8840,,97,,51,43,,2,,,,"Clarke County, VA"
8872,,8840,,97,,51,47,,2,,,,"Culpeper County, VA"
8872,,8840,,97,,51,59,,1,,,,"Fairfax County, VA"
8872,,8840,,97,,51,61,,2,,,,"Fauquier County, VA"
8872,,8840,,97,,51,99,,2,,,,"King George County, VA"
8872,,8840,,97,,51,107,,2,,,,"Loudoun County, VA"
8872,,8840,,97,,51,153,,1,,,,"Prince William County, VA"
8872,,8840,,97,,51,177,,1,,,,"Spotsylvania County, VA"
8872,,8840,,97,,51,179,,2,,,,"Stafford County, VA"
8872,,8840,,97,,51,187,,2,,,,"Warren County, VA"
8872,,8840,,97,,51,510,,1,,,,"Alexandria city, VA"
8872,,8840,,97,,51,600,,1,,,,"Fairfax city, VA"
8872,,8840,,97,,51,610,,1,,,,"Falls Church city, VA"
8872,,8840,,97,,51,630,,1,,,,"Fredericksburg city, VA"
8872,,8840,,97,,51,683,,1,,,,"Manassas city, VA"
8872,,8840,,97,,51,685,,1,,,,"Manassas Park city, VA"
8872,,8840,,97,,54,3,,2,,,,"Berkeley County, WV"
8872,,8840,,97,,54,37,,2,,,,"Jefferson County, WV"
,,,,,,,,,,,,,
